DOMInventory,,,,,,,,,,
PartNumber,OnlineStoreIdentifier,PhysicalStoreIdentifier,InventoryStatus,AvailableQuantity,AvailableQuantityUOM,AvailabilityTime,AvailabilityOffset,LastUpdate,ContextStoreIdentifier,Delete
BCL015_150303,,,AVL,2000,C62,,,,,
BCL015_150304,,,AVL,2600,C62,,,,,
BCL015_150401,,,AVL,1000,C62,,,,,
BCL015_150402,,,AVL,1100,C62,,,,,
BCL015_150403,,,AVL,1700,C62,,,,,
BCL015_150404,,,AVL,2000,C62,,,,,
BCL015_150601,,,AVL,2100,C62,,,,,
BCL015_150602,,,AVL,1100,C62,,,,,
BCL015_150603,,,AVL,1200,C62,,,,,
BCL015_150604,,,AVL,2100,C62,,,,,
BCL015_150701,,,AVL,2100,C62,,,,,
BCL015_150702,,,AVL,2400,C62,,,,,
BCL015_150703,,,AVL,2500,C62,,,,,
BCL015_150704,,,AVL,2000,C62,,,,,
BCL015_150801,,,AVL,1100,C62,,,,,
BCL015_150802,,,AVL,2500,C62,,,,,
BCL015_150803,,,AVL,2500,C62,,,,,
BCL015_150804,,,AVL,1600,C62,,,,,
BCL015_150805,,,AVL,2400,C62,,,,,
BCL015_150901,,,AVL,1300,C62,,,,,
BCL015_150902,,,AVL,3000,C62,,,,,
BCL015_150903,,,AVL,2800,C62,,,,,
BCL015_150904,,,AVL,1300,C62,,,,,
BCL015_151001,,,AVL,1300,C62,,,,,
BCL015_151002,,,AVL,3000,C62,,,,,
BCL015_151003,,,AVL,1400,C62,,,,,
BCL015_151004,,,AVL,2500,C62,,,,,
BSH016_160101,,,AVL,3000,C62,,,,,
BSH016_160102,,,AVL,1800,C62,,,,,
BSH016_160103,,,AVL,1600,C62,,,,,
BSH016_160104,,,AVL,2200,C62,,,,,
BSH016_160105,,,AVL,1200,C62,,,,,
BSH016_160106,,,AVL,1300,C62,,,,,
BSH016_160107,,,AVL,2800,C62,,,,,
BSH016_160108,,,AVL,1800,C62,,,,,
BSH016_160109,,,AVL,1900,C62,,,,,
BSH016_1601010,,,AVL,1000,C62,,,,,
BSH016_1601011,,,AVL,1200,C62,,,,,
BSH016_1601012,,,AVL,2000,C62,,,,,
BSH016_1601013,,,AVL,1700,C62,,,,,
BSH016_1601014,,,AVL,2800,C62,,,,,
BSH016_1601015,,,AVL,1700,C62,,,,,
BSH016_160201,,,AVL,1800,C62,,,,,
BSH016_160202,,,AVL,1000,C62,,,,,
BSH016_160203,,,AVL,3000,C62,,,,,
BSH016_160204,,,AVL,1800,C62,,,,,
BSH016_160205,,,AVL,2200,C62,,,,,
BSH016_160206,,,AVL,2500,C62,,,,,
BSH016_160207,,,AVL,1300,C62,,,,,
BSH016_160208,,,AVL,2400,C62,,,,,
BSH016_160209,,,AVL,1500,C62,,,,,
BSH016_1602010,,,AVL,3000,C62,,,,,
BSH016_1602011,,,AVL,1600,C62,,,,,
BSH016_1602012,,,AVL,2100,C62,,,,,
BSH016_1602013,,,AVL,2300,C62,,,,,
BSH016_1602014,,,AVL,1500,C62,,,,,
BSH016_1602015,,,AVL,2900,C62,,,,,
BSH016_160301,,,AVL,1200,C62,,,,,
BSH016_160302,,,AVL,1700,C62,,,,,
BSH016_160303,,,AVL,3000,C62,,,,,
BSH016_160304,,,AVL,2100,C62,,,,,
BSH016_160401,,,AVL,1500,C62,,,,,
BSH016_160402,,,AVL,2300,C62,,,,,
BSH016_160403,,,AVL,2300,C62,,,,,
BSH016_160404,,,AVL,1700,C62,,,,,
BSH016_160405,,,AVL,1400,C62,,,,,
BSH016_160406,,,AVL,1600,C62,,,,,
BSH016_160407,,,AVL,1900,C62,,,,,
BSH016_160408,,,AVL,1700,C62,,,,,
BSH016_160409,,,AVL,1400,C62,,,,,
BSH016_1604010,,,AVL,1700,C62,,,,,
BSH016_1604011,,,AVL,1800,C62,,,,,
BSH016_1604012,,,AVL,1300,C62,,,,,
BSH016_1604013,,,AVL,1400,C62,,,,,
BSH016_1604014,,,AVL,2500,C62,,,,,
BSH016_1604015,,,AVL,1600,C62,,,,,
BSH016_160501,,,AVL,1500,C62,,,,,
BSH016_160502,,,AVL,2500,C62,,,,,
BSH016_160503,,,AVL,1200,C62,,,,,
BSH016_160504,,,AVL,2100,C62,,,,,
BSH016_160601,,,AVL,1800,C62,,,,,
BSH016_160602,,,AVL,1600,C62,,,,,
BSH016_160603,,,AVL,3000,C62,,,,,
BSH016_160604,,,AVL,2300,C62,,,,,
BSH016_160605,,,AVL,1700,C62,,,,,
BSH016_160606,,,AVL,1500,C62,,,,,
BSH016_160701,,,AVL,2100,C62,,,,,
BSH016_160702,,,AVL,1700,C62,,,,,
BSH016_160703,,,AVL,1200,C62,,,,,
BSH016_160704,,,AVL,3000,C62,,,,,
BSH016_160801,,,AVL,2600,C62,,,,,
BSH016_160802,,,AVL,2600,C62,,,,,
BSH016_160803,,,AVL,2000,C62,,,,,
BSH016_160804,,,AVL,2300,C62,,,,,
BCL014_140101,,,AVL,2700,C62,,,,,
BCL014_140102,,,AVL,1500,C62,,,,,
BCL014_140103,,,AVL,2800,C62,,,,,
BCL014_140104,,,AVL,1000,C62,,,,,
BCL014_140105,,,AVL,1500,C62,,,,,
BCL014_140201,,,AVL,1800,C62,,,,,
BCL014_140202,,,AVL,3000,C62,,,,,
BCL014_140203,,,AVL,2900,C62,,,,,
BCL014_140204,,,AVL,1900,C62,,,,,
BCL014_140205,,,AVL,1300,C62,,,,,
BCL014_140301,,,AVL,1000,C62,,,,,
BCL014_140302,,,AVL,1600,C62,,,,,
BCL014_140303,,,AVL,2300,C62,,,,,
BCL014_140304,,,AVL,1200,C62,,,,,
BCL014_140305,,,AVL,2200,C62,,,,,
BCL014_140306,,,AVL,2100,C62,,,,,
BCL014_140307,,,AVL,1700,C62,,,,,
BCL014_140401,,,AVL,2600,C62,,,,,
BCL014_140402,,,AVL,2800,C62,,,,,
BCL014_140403,,,AVL,1900,C62,,,,,
BCL014_140404,,,AVL,1700,C62,,,,,
BCL014_140405,,,AVL,2500,C62,,,,,
BCL014_140406,,,AVL,2000,C62,,,,,
BCL014_140407,,,AVL,1300,C62,,,,,
BCL014_140501,,,AVL,1100,C62,,,,,
BCL014_140502,,,AVL,2500,C62,,,,,
BCL014_140503,,,AVL,1100,C62,,,,,
BCL014_140504,,,AVL,1900,C62,,,,,
BCL014_140505,,,AVL,2200,C62,,,,,
BCL014_140506,,,AVL,1600,C62,,,,,
BCL014_140507,,,AVL,2100,C62,,,,,
BCL014_140601,,,AVL,2500,C62,,,,,
BCL014_140602,,,AVL,2700,C62,,,,,
BCL014_140603,,,AVL,1300,C62,,,,,
BCL014_140604,,,AVL,1700,C62,,,,,
BCL014_140605,,,AVL,2600,C62,,,,,
BCL014_140606,,,AVL,1300,C62,,,,,
BCL014_140607,,,AVL,1100,C62,,,,,
BCL014_140701,,,AVL,2000,C62,,,,,
BCL014_140702,,,AVL,1400,C62,,,,,
BCL014_140703,,,AVL,2000,C62,,,,,
BCL014_140704,,,AVL,2600,C62,,,,,
BCL014_140705,,,AVL,2800,C62,,,,,
BCL014_140801,,,AVL,2300,C62,,,,,
BCL014_140802,,,AVL,2800,C62,,,,,
BCL014_140803,,,AVL,1100,C62,,,,,
BCL014_140804,,,AVL,2100,C62,,,,,
BCL014_140805,,,AVL,1600,C62,,,,,
BCL014_140901,,,AVL,1100,C62,,,,,
BCL014_140902,,,AVL,2200,C62,,,,,
BCL014_140903,,,AVL,1600,C62,,,,,
BCL014_140904,,,AVL,1600,C62,,,,,
BCL014_140905,,,AVL,2300,C62,,,,,
BCL014_140906,,,AVL,2400,C62,,,,,
BCL014_140907,,,AVL,1200,C62,,,,,
BCL014_141001,,,AVL,2600,C62,,,,,
BCL014_141002,,,AVL,1000,C62,,,,,
BCL014_141003,,,AVL,2200,C62,,,,,
BCL014_141004,,,AVL,1200,C62,,,,,
BCL014_141005,,,AVL,1000,C62,,,,,
BCL014_141006,,,AVL,1700,C62,,,,,
BCL014_141007,,,AVL,2400,C62,,,,,
BCL014_141101,,,AVL,3000,C62,,,,,
BCL014_141102,,,AVL,1700,C62,,,,,
BCL014_141103,,,AVL,2800,C62,,,,,
BCL014_141104,,,AVL,2400,C62,,,,,
BCL014_141105,,,AVL,1100,C62,,,,,
BCL014_141201,,,AVL,2600,C62,,,,,
BCL014_141202,,,AVL,1100,C62,,,,,
BCL014_141203,,,AVL,1200,C62,,,,,
BCL014_141204,,,AVL,2300,C62,,,,,
BCL014_141205,,,AVL,2400,C62,,,,,
BCL014_141301,,,AVL,1100,C62,,,,,
BCL014_141302,,,AVL,1400,C62,,,,,
BCL014_141303,,,AVL,1400,C62,,,,,
BCL014_141304,,,AVL,1800,C62,,,,,
BCL014_141305,,,AVL,1300,C62,,,,,
BCL014_141401,,,AVL,2500,C62,,,,,
BCL014_141402,,,AVL,1800,C62,,,,,
BCL014_141403,,,AVL,2300,C62,,,,,
BCL014_141404,,,AVL,2900,C62,,,,,
BCL014_141405,,,AVL,1800,C62,,,,,
BCL014_141406,,,AVL,1700,C62,,,,,
BCL014_141407,,,AVL,2900,C62,,,,,
BCL014_141501,,,AVL,1600,C62,,,,,
BCL014_141502,,,AVL,1900,C62,,,,,
BCL014_141503,,,AVL,1700,C62,,,,,
BCL014_141504,,,AVL,1600,C62,,,,,
BCL014_141505,,,AVL,2700,C62,,,,,
BCL014_141601,,,AVL,2000,C62,,,,,
BCL014_141602,,,AVL,2000,C62,,,,,
BCL014_141603,,,AVL,1300,C62,,,,,
BCL014_141604,,,AVL,1800,C62,,,,,
BCL014_141605,,,AVL,1600,C62,,,,,
BCL014_141606,,,AVL,3000,C62,,,,,
BCL014_141607,,,AVL,1800,C62,,,,,
CAC024_240101,,,AVL,2500,C62,,,,,
CAC024_240201,,,AVL,2600,C62,,,,,
CAC024_240301,,,AVL,2000,C62,,,,,
CAC024_240401,,,AVL,1400,C62,,,,,
CCM039_390101,,,AVL,1700,C62,,,,,
CCM039_390102,,,AVL,2200,C62,,,,,
CCM039_390201,,,AVL,2000,C62,,,,,
CCM039_390202,,,AVL,2500,C62,,,,,
CCM039_390203,,,AVL,2700,C62,,,,,
CCM039_390301,,,AVL,3000,C62,,,,,
CCM039_390302,,,AVL,1500,C62,,,,,
CCM039_390401,,,AVL,1100,C62,,,,,
CCM039_390402,,,AVL,2900,C62,,,,,
CCM039_390403,,,AVL,1600,C62,,,,,
CCM039_390501,,,AVL,2000,C62,,,,,
CCM039_390502,,,AVL,1600,C62,,,,,
CCM039_390601,,,AVL,2200,C62,,,,,
CCM039_390602,,,AVL,1700,C62,,,,,
CCM039_390603,,,AVL,1700,C62,,,,,
CDE021_210101,,,AVL,1700,C62,,,,,
CDE021_210201,,,AVL,2000,C62,,,,,
CDE021_210301,,,AVL,2200,C62,,,,,
CDE021_210401,,,AVL,1900,C62,,,,,
CLA022_220101,,,AVL,2000,C62,,,,,
CLA022_220201,,,AVL,1100,C62,,,,,
CLA022_220301,,,AVL,1200,C62,,,,,
CLA022_220401,,,AVL,1400,C62,,,,,
CLA022_220501,,,AVL,2000,C62,,,,,
CLA022_220601,,,AVL,2900,C62,,,,,
CTA023_230101,,,AVL,2600,C62,,,,,
CTA023_230201,,,AVL,1100,C62,,,,,
CTA023_230301,,,AVL,2900,C62,,,,,
CTA023_230401,,,AVL,2300,C62,,,,,
CTA023_230501,,,AVL,2800,C62,,,,,
CTA023_230601,,,AVL,2700,C62,,,,,
GDA035_350101,,,AVL,1200,C62,,,,,
GDA035_350201,,,AVL,2200,C62,,,,,
GDA035_350301,,,AVL,2300,C62,,,,,
GDA035_350401,,,AVL,3000,C62,,,,,
GDA035_350501,,,AVL,1300,C62,,,,,
GDA035_350601,,,AVL,1900,C62,,,,,
GDA035_350701,,,AVL,1500,C62,,,,,
GDA035_350801,,,AVL,1400,C62,,,,,
GDA035_350901,,,AVL,1000,C62,,,,,
GFR033_330101,,,AVL,2600,C62,,,,,
GFR033_330201,,,AVL,1100,C62,,,,,
GFR033_330301,,,AVL,1200,C62,,,,,
GFR033_330401,,,AVL,1400,C62,,,,,
GFR033_330501,,,AVL,2900,C62,,,,,
GFR033_330601,,,AVL,2600,C62,,,,,
GFR033_330701,,,AVL,2900,C62,,,,,
GFR033_330801,,,AVL,1000,C62,,,,,
GFR033_330901,,,AVL,1900,C62,,,,,
GFR033_331001,,,AVL,2000,C62,,,,,
GFR033_331101,,,AVL,2400,C62,,,,,
GME036_360101,,,AVL,2000,C62,,,,,
GME036_360201,,,AVL,2200,C62,,,,,
GME036_360301,,,AVL,1600,C62,,,,,
GME036_360401,,,AVL,1500,C62,,,,,
GME036_360501,,,AVL,1200,C62,,,,,
GME036_360601,,,AVL,2000,C62,,,,,
GME036_360701,,,AVL,2000,C62,,,,,
GME036_360801,,,AVL,2500,C62,,,,,
GME036_360901,,,AVL,2100,C62,,,,,
GME036_361001,,,AVL,1500,C62,,,,,
GME036_361101,,,AVL,1000,C62,,,,,
GVE034_340101,,,AVL,1300,C62,,,,,
GVE034_340201,,,AVL,2300,C62,,,,,
GVE034_340301,,,AVL,1100,C62,,,,,
GVE034_340401,,,AVL,1400,C62,,,,,
GVE034_340501,,,AVL,1600,C62,,,,,
GVE034_340601,,,AVL,2400,C62,,,,,
GVE034_340701,,,AVL,2000,C62,,,,,
GVE034_340801,,,AVL,1900,C62,,,,,
GVE034_340901,,,AVL,2100,C62,,,,,
GVE034_341001,,,AVL,1700,C62,,,,,
GVE034_341101,,,AVL,1000,C62,,,,,
HVT038_380101,,,AVL,2500,C62,,,,,
HVT038_380201,,,AVL,2000,C62,,,,,
HVT038_380301,,,AVL,2500,C62,,,,,
HVT038_380401,,,AVL,1700,C62,,,,,
HVT038_380501,,,AVL,2900,C62,,,,,
HVT038_380601,,,AVL,2000,C62,,,,,
HVT038_380701,,,AVL,2000,C62,,,,,
HVT038_380801,,,AVL,1400,C62,,,,,
HVT038_380901,,,AVL,2500,C62,,,,,
HME037_370101,,,AVL,2100,C62,,,,,
HME037_370201,,,AVL,1000,C62,,,,,
HME037_370301,,,AVL,1500,C62,,,,,
HME037_370401,,,AVL,2000,C62,,,,,
HME037_370501,,,AVL,1000,C62,,,,,
HME037_370601,,,AVL,2200,C62,,,,,
HME037_370701,,,AVL,1600,C62,,,,,
HME037_370801,,,AVL,2100,C62,,,,,
HME037_370901,,,AVL,2700,C62,,,,,
HME037_371001,,,AVL,1100,C62,,,,,
HBA031_310101,,,AVL,1400,C62,,,,,
HBA031_310201,,,AVL,2400,C62,,,,,
HBA031_310301,,,AVL,1800,C62,,,,,
HBA031_310401,,,AVL,2900,C62,,,,,
HBA031_310501,,,AVL,1800,C62,,,,,
HBA031_310601,,,AVL,2200,C62,,,,,
HBA031_310701,,,AVL,2500,C62,,,,,
HBA031_310801,,,AVL,2100,C62,,,,,
HBA031_310901,,,AVL,1700,C62,,,,,
HBA031_311001,,,AVL,1400,C62,,,,,
HBA031_311101,,,AVL,2300,C62,,,,,
HBA031_311201,,,AVL,2300,C62,,,,,
HBA031_311301,,,AVL,2700,C62,,,,,
HBA031_311401,,,AVL,1300,C62,,,,,
HBA031_311501,,,AVL,1000,C62,,,,,
HFU032_320101,,,AVL,2700,C62,,,,,
HFU032_320201,,,AVL,1800,C62,,,,,
HFU032_320301,,,AVL,1900,C62,,,,,
HFU032_320401,,,AVL,2500,C62,,,,,
HFU032_320501,,,AVL,3000,C62,,,,,
HFU032_320601,,,AVL,1800,C62,,,,,
HFU032_320701,,,AVL,2800,C62,,,,,
HFU032_320801,,,AVL,2700,C62,,,,,
HFU032_320901,,,AVL,1600,C62,,,,,
HFU032_321001,,,AVL,1800,C62,,,,,
HFU032_321101,,,AVL,3000,C62,,,,,
HFU032_321201,,,AVL,3000,C62,,,,,
HFU032_321301,,,AVL,2000,C62,,,,,
HFU032_321401,,,AVL,2000,C62,,,,,
HFU032_321501,,,AVL,1300,C62,,,,,
HFU032_321601,,,AVL,2700,C62,,,,,
HFU032_321701,,,AVL,1200,C62,,,,,
HFU032_321801,,,AVL,1400,C62,,,,,
HFU032_321901,,,AVL,1600,C62,,,,,
HFU032_322001,,,AVL,2700,C62,,,,,
HFU032_322101,,,AVL,1700,C62,,,,,
HFU032_322201,,,AVL,3000,C62,,,,,
HFU032_322301,,,AVL,2500,C62,,,,,
HFU032_322401,,,AVL,1700,C62,,,,,
HFU032_322501,,,AVL,2600,C62,,,,,
HFU032_322601,,,AVL,2700,C62,,,,,
HFU032_322701,,,AVL,1800,C62,,,,,
HFU032_322801,,,AVL,2300,C62,,,,,
HFU032_322901,,,AVL,2000,C62,,,,,
HFU032_323001,,,AVL,2900,C62,,,,,
HFU032_323101,,,AVL,1200,C62,,,,,
HFU032_323201,,,AVL,1300,C62,,,,,
HFU032_323301,,,AVL,1000,C62,,,,,
HKT030_300101,,,AVL,2400,C62,,,,,
HKT030_300201,,,AVL,2800,C62,,,,,
HKT030_300301,,,AVL,1500,C62,,,,,
HKT030_300401,,,AVL,1000,C62,,,,,
HKT030_300501,,,AVL,1800,C62,,,,,
HKT030_300601,,,AVL,1800,C62,,,,,
HKT030_300701,,,AVL,2300,C62,,,,,
HKT030_300801,,,AVL,2700,C62,,,,,
HKT030_300901,,,AVL,1300,C62,,,,,
HKT030_301001,,,AVL,1900,C62,,,,,
HKT030_301101,,,AVL,1300,C62,,,,,
HKT030_301201,,,AVL,2100,C62,,,,,
HKT030_301301,,,AVL,1700,C62,,,,,
HKT030_301401,,,AVL,1800,C62,,,,,
HKT030_301501,,,AVL,2900,C62,,,,,
HKT030_301601,,,AVL,1700,C62,,,,,
HLG028_280101,,,AVL,1400,C62,,,,,
HLG028_280201,,,AVL,1600,C62,,,,,
HLG028_280301,,,AVL,1100,C62,,,,,
HLG028_280401,,,AVL,1800,C62,,,,,
HLG028_280501,,,AVL,1100,C62,,,,,
HLG028_280601,,,AVL,1600,C62,,,,,
HLG028_280701,,,AVL,1900,C62,,,,,
HLG028_280801,,,AVL,1300,C62,,,,,
HLG028_280901,,,AVL,2300,C62,,,,,
HLG028_281001,,,AVL,2500,C62,,,,,
HLG028_281101,,,AVL,1900,C62,,,,,
HLG028_281201,,,AVL,2500,C62,,,,,
HLG028_281301,,,AVL,2500,C62,,,,,
HLG028_281401,,,AVL,2800,C62,,,,,
HLG028_281501,,,AVL,2500,C62,,,,,
HLG028_281601,,,AVL,2500,C62,,,,,
HLG028_281701,,,AVL,2100,C62,,,,,
HLG028_281801,,,AVL,2200,C62,,,,,
HLG028_281901,,,AVL,1500,C62,,,,,
HTA029_290101,,,AVL,2700,C62,,,,,
HTA029_290201,,,AVL,2200,C62,,,,,
HTA029_290301,,,AVL,2600,C62,,,,,
HTA029_290401,,,AVL,2400,C62,,,,,
HTA029_290501,,,AVL,2500,C62,,,,,
HTA029_290601,,,AVL,2400,C62,,,,,
HTA029_290701,,,AVL,1300,C62,,,,,
HTA029_290801,,,AVL,2500,C62,,,,,
HTA029_290901,,,AVL,1100,C62,,,,,
HTA029_291001,,,AVL,1700,C62,,,,,
HTA029_291101,,,AVL,1300,C62,,,,,
HTA029_291201,,,AVL,1500,C62,,,,,
HTA029_291301,,,AVL,1200,C62,,,,,
HTA029_291401,,,AVL,1900,C62,,,,,
HTA029_291501,,,AVL,2800,C62,,,,,
HTA029_291601,,,AVL,1100,C62,,,,,
HTA029_291701,,,AVL,2300,C62,,,,,
HTA029_291801,,,AVL,2400,C62,,,,,
HTA029_291901,,,AVL,3000,C62,,,,,
HTA029_292001,,,AVL,1000,C62,,,,,
HTA029_292101,,,AVL,2200,C62,,,,,
HTA029_292201,,,AVL,1700,C62,,,,,
HTA029_292301,,,AVL,1100,C62,,,,,
HTA029_292401,,,AVL,2800,C62,,,,,
HTA029_292501,,,AVL,2800,C62,,,,,
HTA029_292601,,,AVL,2600,C62,,,,,
HTA029_292701,,,AVL,2700,C62,,,,,
HTA029_292801,,,AVL,1400,C62,,,,,
HTA029_292901,,,AVL,1000,C62,,,,,
HTA029_293001,,,AVL,1800,C62,,,,,
HTA029_293101,,,AVL,2400,C62,,,,,
HAP027_270101,,,AVL,2200,C62,,,,,
HAP027_270201,,,AVL,2800,C62,,,,,
HAP027_270301,,,AVL,2900,C62,,,,,
HAP027_270401,,,AVL,2100,C62,,,,,
HAP027_270501,,,AVL,2200,C62,,,,,
HAP027_270601,,,AVL,2700,C62,,,,,
HAP027_270701,,,AVL,2200,C62,,,,,
HAP027_270801,,,AVL,2400,C62,,,,,
HAP027_270901,,,AVL,2400,C62,,,,,
HAP027_271001,,,AVL,2300,C62,,,,,
HAP027_271101,,,AVL,2600,C62,,,,,
HAP027_271201,,,AVL,1200,C62,,,,,
HAP027_271301,,,AVL,2600,C62,,,,,
HAP027_271401,,,AVL,1600,C62,,,,,
HAP027_271501,,,AVL,1300,C62,,,,,
HAP027_271601,,,AVL,1300,C62,,,,,
HAP027_271701,,,AVL,1100,C62,,,,,
HAP027_271801,,,AVL,2500,C62,,,,,
HAP027_271901,,,AVL,2500,C62,,,,,
HAP027_272001,,,AVL,2700,C62,,,,,
HAP027_272101,,,AVL,2000,C62,,,,,
HAP027_272201,,,AVL,1700,C62,,,,,
HAP027_272301,,,AVL,2000,C62,,,,,
HAP027_272401,,,AVL,1700,C62,,,,,
HAP027_272501,,,AVL,1300,C62,,,,,
HAP027_272601,,,AVL,2300,C62,,,,,
HAP027_272701,,,AVL,2400,C62,,,,,
HAP027_272801,,,AVL,1400,C62,,,,,
HAP027_272901,,,AVL,3000,C62,,,,,
HAP027_273001,,,AVL,1700,C62,,,,,
HAP027_273101,,,AVL,2400,C62,,,,,
HAP027_273201,,,AVL,2300,C62,,,,,
HAP027_273301,,,AVL,2200,C62,,,,,
HAP027_273401,,,AVL,1900,C62,,,,,
HAP027_273501,,,AVL,1700,C62,,,,,
HAP027_273601,,,AVL,2300,C62,,,,,
HAP027_273701,,,AVL,3000,C62,,,,,
HAP027_273801,,,AVL,1400,C62,,,,,
HAP027_273901,,,AVL,1200,C62,,,,,
HAP027_274001,,,AVL,2900,C62,,,,,
HAP027_274101,,,AVL,2700,C62,,,,,
HAP027_274201,,,AVL,2200,C62,,,,,
HAP027_274301,,,AVL,1300,C62,,,,,
NMA026_260101,,,AVL,2000,C62,,,,,
NMA026_260102,,,AVL,1400,C62,,,,,
NMA026_260201,,,AVL,1400,C62,,,,,
NMA026_260202,,,AVL,1600,C62,,,,,
NMA026_260301,,,AVL,1000,C62,,,,,
NMA026_260302,,,AVL,2200,C62,,,,,
NMA026_260401,,,AVL,1700,C62,,,,,
NMA026_260402,,,AVL,2000,C62,,,,,
NMA026_260501,,,AVL,1500,C62,,,,,
NMA026_260502,,,AVL,1700,C62,,,,,
NMA026_260601,,,AVL,1600,C62,,,,,
NMA026_260602,,,AVL,1200,C62,,,,,
NMA026_260701,,,AVL,1900,C62,,,,,
NMA026_260702,,,AVL,2100,C62,,,,,
NMA026_260801,,,AVL,1000,C62,,,,,
NMA026_260802,,,AVL,2400,C62,,,,,
NMA026_260901,,,AVL,2900,C62,,,,,
NMA026_260902,,,AVL,1400,C62,,,,,
NMA026_261001,,,AVL,2600,C62,,,,,
NMA026_261002,,,AVL,2400,C62,,,,,
NNE025_250101,,,AVL,1000,C62,,,,,
NNE025_250102,,,AVL,2300,C62,,,,,
NNE025_250201,,,AVL,1300,C62,,,,,
NNE025_250202,,,AVL,2200,C62,,,,,
NNE025_250301,,,AVL,1600,C62,,,,,
NNE025_250302,,,AVL,1500,C62,,,,,
NNE025_250401,,,AVL,2200,C62,,,,,
NNE025_250402,,,AVL,2500,C62,,,,,
NNE025_250501,,,AVL,2000,C62,,,,,
NNE025_250502,,,AVL,2200,C62,,,,,
FB041_410101,,,AVL,2800,C62,,,,,
FB041_410102,,,AVL,2700,C62,,,,,
FB041_410103,,,AVL,1400,C62,,,,,
FB041_410104,,,AVL,2600,C62,,,,,
FB041_410105,,,AVL,2900,C62,,,,,
FB041_410106,,,AVL,2800,C62,,,,,
FB041_410107,,,AVL,3000,C62,,,,,
FB041_410108,,,AVL,1300,C62,,,,,
FB041_410109,,,AVL,2800,C62,,,,,
FB041_4101010,,,AVL,1900,C62,,,,,
FB041_4101011,,,AVL,1800,C62,,,,,
FB041_4101012,,,AVL,1800,C62,,,,,
FB041_4101013,,,AVL,1500,C62,,,,,
FB041_4101014,,,AVL,1000,C62,,,,,
FB041_4101015,,,AVL,2100,C62,,,,,
FB041_4101016,,,AVL,2100,C62,,,,,
FB041_4101017,,,AVL,2800,C62,,,,,
FB041_4101018,,,AVL,2700,C62,,,,,
FB041_4101019,,,AVL,1900,C62,,,,,
FB041_4101020,,,AVL,2300,C62,,,,,
FB041_4101021,,,AVL,1900,C62,,,,,
FB041_4101022,,,AVL,1700,C62,,,,,
FB041_4101023,,,AVL,1000,C62,,,,,
FB041_4101024,,,AVL,1400,C62,,,,,
FB041_410201,,,AVL,2500,C62,,,,,
FB041_410202,,,AVL,2500,C62,,,,,
FB041_410203,,,AVL,2400,C62,,,,,
FB041_410204,,,AVL,2500,C62,,,,,
FB041_410205,,,AVL,2000,C62,,,,,
FB041_410206,,,AVL,2400,C62,,,,,
FB041_410207,,,AVL,1300,C62,,,,,
FB041_410208,,,AVL,1900,C62,,,,,
FB041_410209,,,AVL,1000,C62,,,,,
FB041_4102010,,,AVL,2900,C62,,,,,
FB041_4102011,,,AVL,1300,C62,,,,,
FB041_4102012,,,AVL,1000,C62,,,,,
FB041_4102013,,,AVL,1200,C62,,,,,
FB041_4102014,,,AVL,1600,C62,,,,,
FB041_4102015,,,AVL,1000,C62,,,,,
FB041_4102016,,,AVL,1600,C62,,,,,
FB041_4102017,,,AVL,1600,C62,,,,,
FB041_4102018,,,AVL,3000,C62,,,,,
FB041_410301,,,AVL,1500,C62,,,,,
FB041_410302,,,AVL,1900,C62,,,,,
FB041_410303,,,AVL,1400,C62,,,,,
FB041_410304,,,AVL,1400,C62,,,,,
FB041_410305,,,AVL,1200,C62,,,,,
FB041_410306,,,AVL,2500,C62,,,,,
FB041_410307,,,AVL,3000,C62,,,,,
FB041_410308,,,AVL,3000,C62,,,,,
FB041_410309,,,AVL,1000,C62,,,,,
FB041_4103010,,,AVL,2100,C62,,,,,
FB041_4103011,,,AVL,1200,C62,,,,,
FB041_4103012,,,AVL,1900,C62,,,,,
FB041_4103013,,,AVL,1200,C62,,,,,
FB041_4103014,,,AVL,2300,C62,,,,,
FB041_4103015,,,AVL,2100,C62,,,,,
FB041_4103016,,,AVL,2100,C62,,,,,
FB041_4103017,,,AVL,1500,C62,,,,,
FB041_4103018,,,AVL,2400,C62,,,,,
FB041_4103019,,,AVL,1600,C62,,,,,
FB041_4103020,,,AVL,2200,C62,,,,,
FB041_4103021,,,AVL,1500,C62,,,,,
FB041_4103022,,,AVL,1900,C62,,,,,
FB041_4103023,,,AVL,2600,C62,,,,,
FB041_4103024,,,AVL,1300,C62,,,,,
FB041_410401,,,AVL,1300,C62,,,,,
FB041_410402,,,AVL,1100,C62,,,,,
FB041_410403,,,AVL,2300,C62,,,,,
FB041_410404,,,AVL,2400,C62,,,,,
FB041_410405,,,AVL,2300,C62,,,,,
FB041_410406,,,AVL,1200,C62,,,,,
FB041_410407,,,AVL,2700,C62,,,,,
FB041_410408,,,AVL,2400,C62,,,,,
FB041_410409,,,AVL,1100,C62,,,,,
FB041_4104010,,,AVL,1900,C62,,,,,
FB041_4104011,,,AVL,1800,C62,,,,,
FB041_4104012,,,AVL,2300,C62,,,,,
FB041_4104013,,,AVL,3000,C62,,,,,
FB041_4104014,,,AVL,1900,C62,,,,,
FB041_4104015,,,AVL,1800,C62,,,,,
FB041_4104016,,,AVL,2700,C62,,,,,
FB041_4104017,,,AVL,1000,C62,,,,,
